word,ipa
ahab,eɪhæb
ahead,əhɛd
ahl,ɑɫ
ahlen,əɫeɪn
ahles,eɪəɫz
ahlin,ɑɫɪn
aho,ɑhoʊ
ahr,ɑɹ
ahren,ɑɹən
aichi,ɑitʃi
aid,eɪd
aidan,eɪdɑn
aided,eɪdəd
aiden,eɪdɛn
aides,eɪdz
aidid,aɪdid
aiken,eɪkɪn
aikey,eɪki
ailee,eɪɫi
ailes,eɪɫz
ails,eɪɫz
aim,eɪm
aimal,aɪməɫ
aime,eɪm
aint,eɪnt
ainge,eɪndʒ
ainu,eɪnu
airs,ɛɹz
aird,ɛɹd
aires,ɛɹiz
airs,ɛɹz
airy,ɛɹi
aisa,aɪisə
aisle,aɪɫ
aiwa,aɪwə
aix,ɛks
ajar,ədʒɑɹ
ajay,ɛdʒeɪ
aka,ɑkə
akai,əkaɪ
akali,əkɑɫi
akana,ɑkɑnə
akbar,ækbɝ
ake,eɪk
akel,əkɛɫ
aken,eɪkən
aker,ækɝ
akers,eɪkɝz
akiba,əkibə
akin,əkɪn
akins,əkɪnz
alarm,əɫɑɹm
alas,əɫæs
albea,æɫbiə
alben,ɔɫbən
alber,æɫbɝ
albin,æɫbɪn
albo,æɫboʊ
album,æɫbəm
alcan,æɫkæn
alco,æɫkoʊ
alcon,əɫkɑn
alday,æɫdeɪ
alder,ɔɫdɝ
aldi,ɑɫdi
ale,eɪɫ
aleph,ɑɫəf
aleve,əɫiv
alexs,æɫəks
aley,eɪɫi
alfa,æɫfə
alfin,æɫfɪn
alfre,æɫfɹi
algal,æɫɡəɫ
algar,ɑɫɡɑɹ
alger,æɫdʒɝ
algie,ɔɫɡi
algom,æɫɡəm
algy,æɫdʒi
alie,æɫi
aliff,æɫɪf
alike,əɫaɪk
alima,ɑɫimə
alka,æɫkə
alls,ɔɫz
allay,əɫeɪ
allee,əɫi
aller,ɔɫɝ
alles,eɪɫz
alli,æɫi
allis,æɫɪs
allot,əɫɑt
allum,æɫəm
ally,əɫaɪ
allys,æɫaɪz
almal,ɑɫməɫ
almay,ɑɫmeɪ
almo,ɑɫmoʊ
almon,ɑɫmən
alms,ɑɫmz
almy,ɔmi
aloft,əɫɔft
aloi,ɑɫɔɪ
alois,ɑɫɔɪs
alone,əɫoʊn
aloof,əɫuf
alot,əɫɑt
aloys,əɫɔɪz
alpa,æɫpə
alpo,æɫpoʊ
alred,ɔɫɹɪd
als,æɫz
alsip,æɫsɪp
alsop,æɫsɑp
alt,ɑɫt
altai,æɫtaɪ
alto,æɫtoʊ
altom,əɫtɑm
alum,æɫəm
alun,eɪɫən
alvan,æɫvən
alves,ɑɫvɛs
alvis,ɑɫvɪs
alwyn,æɫwɪn
alyea,æɫiə
alzas,æɫzəz
am,æm
ams,æmz
aman,ɑmən
amar,əmɑɹ
amara,ɑmɑɹə
amari,ɑmɑɹi
amaya,ɑmɑjə
ambra,æmbɹə
ambs,æmz
amcor,æmkɔɹ
amdek,æmdɛk
amell,ɑmeɪɫ
amen,eɪmɛn
amend,əmɛnd
ament,æmɪnt
amer,eɪmɝ
amery,æmɝi
ames,eɪmz
amev,æmɛv
amfac,æmfæk
amidi,ɑmidi
amiga,əmiɡə
amin,ɑmin
amir,ɑmɪɹ
amirs,ɑmɪɹz
amiri,ɑmɪɹi
amish,ɑmɪʃ
amity,æmɪti
amman,æmən
ammo,æmoʊ
amo,ɑmoʊ
amok,əmək
among,əməŋ
amory,eɪmɝi
amoss,əmɔs
ampad,æmpæd
ample,æmpəɫ
ampol,æmpɔɫ
amro,æmɹoʊ
amuck,əmək
amuse,əmjuz
amys,eɪmiz
amyx,æmɪks
anac,ænæk
anal,eɪnəɫ
anand,ænənd
anaya,ɑnɑjə
ancel,ənsɛɫ
and,ænd
andal,ændəɫ
andel,ændəɫ
andes,ændiz
andi,ændi
andry,ændɹi
ane,æn
anew,ənju
ang,æŋ
anger,æŋɡɝ
angry,æŋɡɹi
angy,ændʒi
anker,æŋkɝ
ankh,ænk
annas,ænəz
annal,ænəɫ
annen,ænən
annex,ənɛks
anno,ænoʊ
annoy,ənɔɪ
annul,ænəɫ
annum,ænəm
anny,æni
ano,ænoʊ
ansa,ænsə
ansel,ənsɛɫ
ansi,ænsi
anson,ænsən
ant,ænt
antar,æntɝ
ante,ænti
antec,æntɛk
anted,æntid
antes,æntiz
anti,æntaɪ
antic,æntɪk
antol,ɑntɔɫ
ants,ænts
anus,eɪnəs
anwar,ænwɑɹ
anway,ənweɪ
anwyl,ænwɪɫ
anyon,ɛniɑn
anzus,ænzəs
aoun,aʊən
aouns,aʊənz
apace,əpeɪs
apart,əpɑɹt
apcar,æpɡɑɹ
ape,eɪp
apfel,æpfəɫ
apgar,æpɡɝ
aphid,æfəd
app,æp
appia,æpiə
apra,eɪpɹə
apsey,æpsi
apter,æptɝ
aptly,æptɫi
aqaba,əkɑbə
aqua,ækwə
ar,ɑɹ
arab,eɪɹəb
araby,æɹəbi
arai,ɑɹɑi
aral,ɑɹɑɫ
arana,ɑɹænə
arant,ɑɹənt
arau,əɹaʊ
araya,ɝaɪə
arba,ɑɹbə
arbor,ɑɹbɝ
arbs,ɑɹbz
arby,ɑɹbi
arc,ɑɹk
arco,ɑɹkoʊ
arda,ɑɹdə
ardin,ɑɹdɪn
ardor,ɑɹdɝ
ardra,ɑɹdɹə
are,ɝ
areas,ɛɹiəz
aren,ɑɹən
arent,ɑɹnt
arend,ɝɛnd
arens,ɑɹənz
areta,ɑɹɛtə
argh,ɑɹɡ
argo,ɑɹɡoʊ
argon,ɑɹɡɑn
argue,ɑɹɡju
aria,ɑɹiə
arial,ɛɹiəɫ
arid,ɛɹəd
aries,ɛɹiz
arise,ɝaɪz
arjo,ɑɹjoʊ
ark,ɑɹk
arkin,ɑɹkɪn
arkla,ɑɹkɫə
arko,ɑɹkoʊ
arley,ɑɹɫi
arlt,ɑɹɫt
arms,ɑɹmz
arman,ɑɹmən
armed,ɑɹmd
armer,ɑɹmɝ
armey,ɑɹmi
armor,ɑɹmɝ
armys,ɑɹmiz
arnal,ɑɹnəɫ
arndt,ɑɹnt
arnie,ɑɹni
arno,ɑɹnoʊ
arnow,ɑɹnoʊ
arns,ɑɹnz
aroma,ɝoʊmə
arone,ɝoʊn
arora,ɑɹɔɹɑ
arose,ɝoʊz
arp,ɑɹp
array,ɝeɪ
arrow,æɹoʊ
arson,ɑɹsən
arsov,ɑɹsəv
arter,ɑɹtɝ
artis,ɑɹtɪs
arton,ɑɹtɑn
arts,ɑɹts
artur,ɑɹtʊɹ
arty,ɑɹti
artz,ɑɹts
aruba,ɝubə
arum,ɛɹəm
arva,ɑɹvə
arval,ɑɹvəɫ
arvay,ɑɹveɪ
arvel,ɑɹvɛɫ
arvid,ɑɹvɪd
arvin,ɑɹvɪn
arwen,ɑɹwən
arx,ɑɹks
aryan,ɑɹiən
as,æz
asaf,ɑsɑf
asap,eɪsæp
asat,æzæt
asay,əseɪ
asby,æsbi
asche,æʃ
ascot,æskɑt
asean,əziən
ashe,æʃ
asher,æʃɝ
ashes,æʃɪz
ashey,æʃi
ashis,əʃiz
ashur,æʃɝ
ashy,æʃi
asian,eɪʒən
asic,æzɪk
aside,əsaɪd
asiel,æziəɫ
aska,æskə
asked,æskt
asker,æskɝ
askey,əski
asko,æskoʊ
asks,æsks
aslin,əsɫɪn
asp,æsp
asper,æspɝ
assad,əsɑd
assaf,əsæf
assam,ɑsɑm
assed,æst
asses,æsəz
asta,ɑstə
aster,æstɝ
astle,æsəɫ
aston,æstən
astor,æstɝ
astra,æstɹə
aswin,əswɪn
ata,ɑtə
atcor,ætkɔɹ
atek,eɪtɛk
ates,eɪts
athas,eɪðəz
athey,æθi
atkin,ətkɪn
atlan,ætɫən
atley,ætɫi
atman,ætmən
atoll,ætɔɫ
atom,ætəm
aton,ətɑn
atone,ətoʊn
atop,ətɑp
atra,eɪtɹə
attic,ætɪk
attie,æti
au,oʊ
aubel,aʊbəɫ
aubin,ɔbɪn
aubry,ɔbɹi
audas,oʊdɑz
audi,ɔdi
audis,ɔdiz
audio,ɑdioʊ
audis,aʊdiz
audit,ɔdɪt
aue,aʊ
auen,aʊən
augat,ɔɡæt
aught,ɔt
auld,ɔɫd
ault,ɔɫt
auman,ɔmən
aune,ɔn
aunt,ɔnt
aunts,ɔnts
aunts,ɔnts
aunts,ɔnts
aural,ɔɹəɫ
auria,ɔɹiə
aurum,ɔɹəm
autos,ɔtoʊz
autry,ɔtɹi
aux,oʊ
avail,əveɪɫ
avant,əvɑnt
avco,ævkoʊ
ave,ɑveɪ
aven,ɑveɪn
aveni,ɑvɛni
avera,ɑvɛɹə
avers,eɪvɝz
avi,ɑvi
avia,ɑviə
avid,ævəd
avila,əvɪɫə
avina,ɑvinə
aviv,ɑviv
avnet,ævnɛt
avoid,əvɔɪd
avons,ævənz
avow,əvaʊ
aw,ɔ
awad,əwɑd
awalt,ɑvəɫt
award,əwɔɹd
aware,əwɛɹ
awash,əwɑʃ
awe,ɔ
awful,ɑfəɫ
awol,eɪwɔɫ
axa,æksə
axe,æks
axel,æksəɫ
axes,æksɪz
axis,æksəs
axon,æksɑn
axsom,æksəm
ay,eɪ
ayala,əjɑɫə
aydar,eɪdɑɹ
aydt,eɪt
ayer,aɪɝ
ayers,eɪɹz
ayers,aɪɝz
ayes,aɪz
aygen,eɪɡən
ayles,eɪɫz
ayn,eɪn
ayo,eɪoʊ
ayon,eɪɔn
ayoub,eɪaʊb
ayre,ɛɹ
ayyad,aɪɑd
azar,ɑzɑɹ
azeri,əzɛɹi
azhar,əzɑɹ
aziz,əziz
azoff,æzɔf
aztec,æztɛk
azura,əzʊɹə
bgosh,bəɡɔʃ
brith,bɹɪθ
ba,bɑ
baath,bɑθ
baab,bɑb
baade,bɑd
baars,bɑɹz
bab,bæb
baba,bəbə
babas,bəbəz
babel,bæbəɫ
babic,bɑbɪk
babik,bɑbɪk
babs,bæbz
babu,bɑbu
baby,beɪbi
bacci,bɑtʃi
bach,bɑk
bache,bætʃ
back,bæk
backs,bæks
backe,bæk
backs,bæks
bad,bæd
bada,bɑdə
bader,bædɝ
badia,bɑdiə
badu,bədu
bady,beɪdi
baehr,bɛɹ
baek,bɛk
baer,bɛɹ
baetz,bits
baeza,bizə
bag,bæɡ
bagby,bæɡbi
bagge,bæɡ
baggs,bæɡz
bah,bɑ
baham,bɑəm
bahan,bæhən
bahir,bəhɪɹ
bahm,bæm
bahn,bæn
bahr,bɑɹ
baie,baɪi
baig,beɪɡ
bail,beɪɫ
baile,beɪɫ
bails,beɪɫz
bain,beɪn
baine,beɪn
baio,bɑioʊ
baird,bɛɹd
baits,beɪts
baiul,baɪuɫ
baize,beɪz
baka,bɑkə
bake,beɪk
baker,beɪkɝ
bakes,beɪks
bakke,bæk
bakst,bækst
bala,bɑɫə
balbi,bæɫbi
balch,bæɫtʃ
bald,bɔɫd
bales,beɪɫz
balik,bɑɫɪk
balis,bɑɫiz
balk,bɑɫk
balke,beɪɫk
balky,bɔki
balls,bɔɫz
balle,beɪɫ
balli,bæɫi
balls,bɔɫz
bally,bæɫi
balm,bɑɫm
balms,bɑɫmz
balmy,bɑmi
balog,bæɫɔɡ
balsa,bɔɫsə
balz,bɔɫz
bame,beɪm
bamut,bæmət
bans,bænz
banca,bæŋkə
band,bænd
banda,bændə
bands,bændz
bane,beɪn
banet,bænɪt
banff,bænf
bange,bændʒ
banh,bæn
banis,bænɪs
banja,bɑnjə
bank,bæŋk
banke,bæŋk
banks,bæŋks
bann,bæn
bantu,bæntu
banya,bænjə
banyu,bɑnju
bapna,bɑpnə
bar,bɑɹ
bars,bɑɹz
baran,bɑɹɑn
barbs,bɑɹbz
barbe,bɑɹb
barbs,bɑɹbz
barby,bɑɹbi
bards,bɑɹdz
bare,bɛɹ
barf,bɑɹf
barg,bɑɹɡ
baril,bɛɹəɫ
bark,bɑɹk
barke,bɑɹk
barna,bɑɹnə
barns,bɑɹnz
baron,bæɹən
barrs,bɑɹz
barre,bɛɹi
barro,bɑɹoʊ
barsh,bɑɹʃ
barta,bɑɹtə
barz,bɑɹz
basam,bəsɑm
basch,bæʃ
base,beɪs
basel,bɑzəɫ
baser,beɪsɝ
basey,beɪsi
basha,bɑʃə
basi,beɪsi
basie,beɪzi
bask,bæsk
basks,bæsks
bason,bæsən
bass,bæs
basss,bæsɪz
bassa,bæsə
basse,bæs
basso,bæsoʊ
basta,bæstə
bat,bæt
batch,bætʃ
bates,beɪts
batey,beɪti
bathe,beɪð
baths,bæθs
baton,bætɑn
baton,bətɑn
bator,bɑtɔɹ
batt,bæt
batty,bæti
batus,bætəs
baty,beɪti
baud,bɔd
baum,baʊm
baun,bɔn
baur,bɔɹ
bava,bɑvə
baver,beɪvɝ
bawd,bɔd
bawdy,bɔdi
bawl,bɔɫ
bawls,bɔɫz
baxa,bæksə
bay,beɪ
bays,beɪz
bayar,beɪɝ
baye,beɪ
bayer,beɪɝ
bayes,beɪz
bayh,beɪ
bayle,beɪɫ
bayly,beɪɫi
bayog,beɪɑɡ
bayou,baɪu
bays,beɪz
bayul,beɪəɫ
baze,beɪz
be,bi
bes,biz
beale,biɫ
beall,biɫ
beam,bim
beams,bimz
beans,binz
beane,bin
bears,bɛɹz
bears,bɛɹz
beary,bɪɹi
beast,bist
beaty,biti
bebb,bɛb
bebee,bɛbi
becca,bɛkɑ
beck,bɛk
becka,bɛskə
becks,bɛks
bed,bɛd
bede,bid
bedke,bɛdki
beeby,bibi
beedy,bidi
beefs,bifs
beefy,bifi
beel,biɫ
beem,bim
been,bən
beene,bin
beep,bip
beer,bɪɹ
beers,bɪɹz
bees,biz
beet,bit
beets,bits
befit,bɪfɪt
beg,bɛɡ
began,biɡæn
begat,bɪɡæt
beget,bɪɡɛt
beggs,bɛɡz
begin,bɪɡɪn
begs,bɛɡz
behar,bɛhɝ
behle,bɛhəɫ
behm,bɛm
behn,bɛn
beige,beɪʒ
bein,bin
beine,bin
beiny,baɪni
beit,baɪt
beitz,bits
beji,bæʒi
bekaa,bɛkɑ
beker,bɛkɝ
bekki,bɛki
belc,bɛɫk
belet,bɛɫət
belk,bɛɫk
bells,bɛɫz
belly,bɛɫi
belov,bɛɫɑv
below,biɫoʊ
bels,bɛɫz
belts,bɛɫts
belth,bɛɫθ
beltz,bɛɫts
bely,bəɫaɪ
belz,bɛɫz
beman,bimən
bens,bɛnz
bence,bɛns
bend,bɛnd
bendt,bɛnt
bene,bɛnə
benet,bɛnət
benge,bɛndʒ
beni,bɛni
benin,binɪn
benno,bɛnoʊ
bens,bɛnz
bent,bɛnt
bentz,bɛnts
benz,bænz
bera,bɛɹə
beran,bɛɹən
bere,bɪɹ
beres,biɹz
berg,bɝɡ
berge,bɝdʒ
bergs,bɝɡz
berka,bɝkə
berko,bɝkoʊ
berm,bɝm
berms,bɝmz
bern,bɝn
berni,bɛɹni
berns,bɝnz
berny,bɝni
beron,bɛɹən
berra,bɛɹə
berri,bɛɹi
berth,bɝθ
berti,bɛɹti
bertz,bɝts
besaw,bisɔ
besse,bɛs
besso,bɛsoʊ
bessy,bɛsi
beste,bɛst
bet,bɛt
beta,beɪtə
betar,bɛtɑɹ
betel,bɛtəɫ
betke,bɛtki
bets,bɛts
bett,bɛt
betti,bɛti
betz,bɛts
beu,bu
bevan,bɛvən
bevel,bɛvəɫ
beven,bɛvən
bever,bɛvɝ
bevis,bɛvɪs
bevy,bɛvi
beyer,beɪɝ
bezek,bɛzɛk
bhatt,bɑt
bialy,biɑɫi
biana,biɑnə
biasi,biɑsi
biaz,biæz
biba,bibə
bibbo,biboʊ
bibby,bɪbi
biber,baɪbɝ
bibis,bɪbiz
bibs,bɪbz
bic,bɪk
bice,baɪs
bids,bɪdz
bide,baɪd
bids,bɪdz
biehn,bin
biel,biɫ
bien,bin
bier,biɹ
bieri,bɪɹi
bies,baɪz
biev,biv
biff,bɪf
big,bɪɡ
bigby,bɪɡbi
bight,baɪt
bigot,bɪɡət
bihm,bɪm
bijur,biʒʊɹ
biked,baɪkt
bikin,bɪkɪn
biko,bikoʊ
bil,bɪɫ
bild,bɪɫd
bilek,bɪɫɛk
biles,baɪɫz
bilk,bɪɫk
bille,baɪɫ
bills,bɪɫz
bily,bɪɫi
bilyk,bɪɫɪk
bin,bɪn
bind,baɪnd
bing,bɪŋ
binn,bɪn
binz,bɪnz
bird,bɝd
birds,bɝdz
birdy,bɝdi
bires,baɪɹz
birky,bɝki
biro,bɪɹoʊ
bisch,bɪʃ
bisek,bɪsɪk
biser,baɪzɝ
biss,bɪs
bisso,bisoʊ
bitar,bɪtɝ
bite,baɪt
bites,baɪts
bits,bɪts
bivin,bɪvɪn
bizub,bɪzəb
bjorn,bjɔɹn
blab,bɫæb
black,bɫæk
blade,bɫeɪd
blah,bɫɑ
blain,bɫeɪn
blais,bɫɛz
blan,bɫæn
blane,bɫeɪn
blann,bɫæn
blare,bɫɛɹ
blas,bɫɑs
blass,bɫæs
blast,bɫæst
blatz,bɫæts
blaum,bɫɔm
blaze,bɫeɪz
blea,bɫi
bleak,bɫik
bleam,bɫim
bleau,bɫoʊ
bleed,bɫid
bleep,bɫip
blend,bɫɛnd
blest,bɫɛst
bleu,bɫu
bley,bɫeɪ
bligh,bɫaɪ
blimp,bɫɪmp
blink,bɫɪŋk
blip,bɫɪp
bliss,bɫɪs
blitz,bɫɪts
bloat,bɫoʊt
bloc,bɫɑk
bloch,bɫɑk
blocs,bɫɑks
bloem,bɫoʊm
blohm,bɫoʊm
bloke,bɫoʊk
blom,bɫɑm
blome,bɫoʊm
blood,bɫəd
bloor,bɫʊɹ
bloss,bɫɔs
blots,bɫɑts
blowe,bɫoʊ
blown,bɫoʊn
blue,bɫu
blued,bɫud
bluer,bɫuɝ
blues,bɫuz
bluey,bɫui
bluhm,bɫəm
blum,bɫum
blume,bɫum
blunk,bɫəŋk
blur,bɫɝ
blurs,bɫɝz
blust,bɫəst
bluth,bɫuθ
bly,bɫaɪ
blyth,bɫɪθ
boak,boʊk
boal,boʊɫ
boan,boʊn
board,bɔɹd
boas,boʊəz
boast,boʊst
boat,boʊt
bobs,bɑbz
bobb,bɑb
bober,bɑbɝ
boch,bɑk
bock,bɑk
boda,boʊdə
boddy,bɑdi
bodes,boʊdz
bodie,boʊdi
bodys,bɑdiz
boeck,boʊk
boehl,boʊɫ
boehm,boʊm
boese,boʊs
boeve,boʊv
boffa,bɑfə
bog,bɑɡ
boggs,bɔɡz
bogs,bɔɡz
bogue,boʊɡ
bohl,boʊɫ
bohm,bɑm
bohne,boʊn
boice,bɔɪs
boik,bɔɪk
boil,bɔɪɫ
boils,bɔɪɫz
boise,bɔɪzi
boisi,bɔɪsi
bokor,boʊkɝ
bol,bɑɫ
boldt,boʊɫt
boler,boʊɫɝ
boll,boʊɫ
bolls,boʊɫz
bolte,boʊɫt
bolz,boʊɫz
bomar,bəmɑɹ
bomb,bɔm
bomba,bɑmbə
bomer,boʊmɝ
bon,bɑn
bonar,boʊnɝ
bond,bɑnd
bonde,bɑnd
bonds,bɑndz
bondt,bɑnt
bondy,bɑndi
bones,boʊnz
bonet,boʊnt
boney,boʊni
bonk,bɑŋk
bonn,bɑn
bonne,bɑn
bons,bɑns
bonte,bɑnt
bony,boʊni
boo,bu
boobs,bubz
boock,buk
booe,bɑoʊ
booee,bui
books,bʊks
books,bʊks
booms,bumz
boon,bun
boone,bun
boor,bʊɹ
boord,bʊɹd
boors,bʊɹz
boose,bus
boote,but
boots,buts
bootz,buts
booze,buz
boozy,buzi
bopha,boʊfə
bopp,bɑp
bora,bɔɹə
borak,bɔɹək
borba,bɔɹbə
borda,bɔɹdə
borel,bɔɹəɫ
bores,bɔɹz
borge,bɔɹdʒ
boric,bɔɹɪk
borks,bɔɹks
borns,bɔɹnz
boros,bɝoʊz
borre,bɔɹ
bors,bɔɹz
borst,bɔɹst
bort,bɔɹt
borys,bɔɹiz
bose,boʊz
bosh,bɑʃ
bosom,bʊzəm
boss,bɔs
bosss,bɔsɪz
bossi,boʊsi
bossy,bɔsi
bot,bɔt
botch,bɑtʃ
botha,bɑθə
botha,boʊtə
bothe,boʊð
bots,bɔts
bott,bɑt
botz,bɑts
bouck,boʊk
boule,buɫ
bour,baʊɹ
bourn,bɔɹn
bouza,buzə
bovee,bəvi
bow,boʊ
bowed,baʊd
bowel,baʊəɫ
bowen,boʊən
bower,baʊɝ
bowes,boʊz
bowie,boʊi
bowl,boʊɫ
bowls,boʊɫz
bown,boʊn
bowne,boʊn
bows,baʊz
bowse,boʊs
boxy,bɑksi
boys,bɔɪz
boyde,bɔɪd
boye,bɔɪ
boyer,bɔɪɝ
boys,bɔɪz
boyt,bɔɪt
boyz,bɔɪz
boze,boʊz
bozic,bɑzɪk
bozzi,bɑzi
bp,bipi
brach,bɹætʃ
bradt,bɹædt
brae,bɹeɪ
braer,bɹeɪɹ
braga,bɹɑɡə
bragg,bɹæɡ
brags,bɹæɡz
brahm,bɹɑm
bram,bɹæm
bran,bɹæn
brand,bɹænd
brann,bɹæn
branz,bɹænz
bras,bɹæs
brase,bɹeɪz
brash,bɹæʃ
brass,bɹæs
brats,bɹæts
bratt,bɹæt
brau,bɹaʊ
braud,bɹɔd
braun,bɹɔn
brave,bɹeɪv
brawl,bɹɔɫ
brawn,bɹɔn
bray,bɹeɪ
braz,bɹæz
brca,bɹɪkə
bread,bɹɛd
break,bɹeɪk
bream,bɹim
breau,bɹoʊ
breck,bɹɛk
bred,bɹɛd
brede,bɹid
breen,bɹin
brege,bɹidʒ
brems,bɹɛmz
brenn,bɹɛn
bress,bɹɛs
bretz,bɹɛts
brews,bɹuz
bria,bɹiə
briar,bɹaɪɝ
bribe,bɹaɪb
bride,bɹaɪd
briel,bɹiɫ
brimm,bɹɪm
bring,bɹɪŋ
brink,bɹɪŋk
brisk,bɹɪsk
brit,bɹɪt
brix,bɹɪks
bro,bɹoʊ
broad,bɹɔd
broc,bɹɑk
brode,bɹoʊd
broer,bɹoʊɝ
broil,bɹɔɪɫ
brok,bɹɑk
broke,bɹoʊk
bromm,bɹɑm
bronk,bɹɑŋk
bronn,bɹɑn
brons,bɹɑnz
broom,bɹum
brosh,bɹɑʃ
bross,bɹɔs
broun,bɹun
brown,bɹaʊn
brows,bɹaʊz
brox,bɹɑks
broy,bɹɔɪ
broz,bɹɑz
bruen,bɹun
bruer,bɹuɝ
bruhl,bɹəɫ
bruin,bɹuɪn
brule,bɹuɫ
brum,bɹəm
brumm,bɹəm
brun,bɹən
brune,bɹun
bruni,bɹuni
brunk,bɹəŋk
brunn,bɹən
bruns,bɹənz
brus,bɹəs
bruse,bɹuz
brush,bɹəʃ
brust,bɹəst
brute,bɹut
bruun,bɹun
bryk,bɹɪk
bryn,bɹɪn
bryne,bɹaɪn
bs,biɛs
bua,bjuə
bubar,bubɝ
bubba,bəbə
buber,bubɝ
buc,bək
bucci,butʃi
bucco,bukoʊ
buch,bətʃ
buche,bətʃ
buchi,bətʃi
buchs,bəks
bucko,bəkoʊ
bucs,bəks
bucy,bjusi
budai,budɑi
budd,bəd
budge,bədʒ
budin,budɪn
budka,bədkə
buds,bədz
budz,bədz
bue,bwɛ
buell,bjuəɫ
buer,buɝ
buffs,bəfs
bugg,bəɡ
buggy,bəɡi
bugs,bəɡz
buhl,bjuɫ
bui,bɪ
buice,bɪs
buick,bjuɪk
buie,bui
build,bɪɫd
buis,bɪz
buist,buɪst
bujak,bujək
bulb,bəɫb
bulbs,bəɫbz
bulge,bəɫdʒ
bulk,bəɫk
bulky,bəɫki
bulls,bʊɫz
bulls,bʊɫz
bumps,bəmps
bumpy,bəmpi
bunce,bəns
bund,bənd
bunde,bənd
bunds,bəndz
bundy,bəndi
bunke,bəŋk
bunks,bəŋks
bunt,bənt
buoys,buiz
bupp,bəp
bur,bɝ
burba,bɝbə
burby,bɝbi
burd,bɝd
burek,bɛɹɪk
bures,bɛɹɪz
burg,bɝɡ
burgy,bɝdʒi
burk,bɝk
burks,bɝks
burly,bɝɫi
burne,bɝn
burns,bɝnz
burp,bɝp
burri,bʊɹi
burry,bɝi
burse,bɝs
burst,bɝst
burts,bɝts
bury,bɛɹi
bus,bəs
busby,bəzbi
buse,bjuz
buser,bɪsɝ
busey,bəsi
bush,bʊʃ
busha,bəʃə
busic,bəsɪk
buske,bəsk
bussa,busə
busse,bəs
bussi,bəsi
bust,bəst
busti,bəsti
busty,bəsti
but,bət
butch,bʊtʃ
bute,bjut
buth,buθ
butka,bətkə
butt,bət
buus,buz
buy,baɪ
buyer,baɪɝ
buzek,buzɛk
buzze,bjuzi
byam,baɪəm
byard,bjɑɹd
byas,baɪəs
bybee,baɪbi
byer,baɪɝ
byers,baɪɝz
byham,baɪəm
byker,baɪkɝ
byles,baɪɫz
bynes,baɪnz
bynum,bɪnəm
byrd,bɝd
byrer,baɪɹɝ
byrne,bɝn
byrum,bɪɹəm
byte,baɪt
cac,kæk
cacs,kæks
cache,kæʃeɪ
cacti,kækti
cad,kæd
cadam,kædəm
caddy,kædi
cadre,kædɹi
cads,kæds
caen,kæn
